Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount,policy_type,vehicle_class,state
,,,,,,,,,,,OO97388,,f,Master,2855.687705,99612.0,70.0,0,336.0,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,JN66901,,m,High School or Below,6601.611299,0.0,194.0,0,2306.508397,Corporate Auto,Luxury SUV,NEVADA
,,,,,,,,,,,UI64573,,f,High School or Below,3470.177816,94885.0,86.0,3,170.532133,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,HJ64867,,f,College,5895.106386,78352.0,74.0,0,152.365482,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,MT35297,,f,High School or Below,5065.935608,43460.0,63.0,0,302.4,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,VB69838,,f,High School or Below,41787.90343,46587.0,119.0,2,571.2,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,JR34589,,f,High School or Below,4882.286714,21236.0,123.0,0,131.262395,Personal Auto,SUV,NEVADA
,,,,,,,,,,,EI85578,,f,Bachelor,3837.615029,0.0,106.0,0,117.229971,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,DH85144,,m,College,2154.073997,0.0,65.0,0,312.0,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,HC31007,,m,High School or Below,5049.118385,0.0,68.0,0,457.169818,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,MT58123,,m,College,13869.92705,28432.0,118.0,0,612.300581,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,GQ78238,,m,High School or Below,5213.3743,65167.0,131.0,0,628.8,Personal Auto,SUV,OREGON
,,,,,,,,,,,UO44449,,f,College,4911.115538,33700.0,62.0,0,274.114843,Corporate Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,VK98618,,f,College,7751.855026,0.0,105.0,0,756.0,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,BG30513,,f,College,25464.82059,13663.0,97.0,0,465.6,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,KD20203,,m,College,9472.956706,0.0,131.0,0,628.8,Corporate Auto,SUV,OREGON
,,,,,,,,,,,HR26088,,f,College,5926.957452,0.0,84.0,2,403.2,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,XD72019,,f,Bachelor,8470.043225,0.0,82.0,0,479.312226,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,XD82117,,f,College,8675.993821,65933.0,108.0,0,379.951464,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,CT47738,,f,College,18205.67367,0.0,128.0,0,614.4,Corporate Auto,Sports Car,OREGON
,,,,,,,,,,,NY30370,,m,High School or Below,2618.326183,28663.0,66.0,0,430.604489,Corporate Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,EH69733,,m,Bachelor,3349.639274,78092.0,84.0,0,344.015386,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,QV89210,,f,High School or Below,5979.724161,57693.0,76.0,0,547.2,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,QK90365,,f,Master,16301.9676,19614.0,85.0,0,574.024018,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,UR67446,,f,High School or Below,7882.987485,23235.0,99.0,0,587.656629,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,FJ76376,,m,Bachelor,7748.811,79528.0,64.0,0,175.429028,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,ZI85739,,f,Master,15860.03591,0.0,136.0,0,46.098963,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,AM72411,,m,High School or Below,2279.696801,23253.0,61.0,0,292.8,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,IC77855,,m,College,15272.79977,40571.0,100.0,2,361.788917,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,ZM70632,,f,Bachelor,5498.753121,60668.0,138.0,0,553.699596,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,JM59803,,m,Doctor,5743.403321,61776.0,73.0,3,343.278996,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,KG84303,,m,Master,3942.917284,38820.0,99.0,0,547.619785,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,OJ37666,,f,Bachelor,2503.603127,47285.0,63.0,0,302.4,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,VV49688,,m,High School or Below,4558.592305,0.0,62.0,0,446.4,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,KH55886,,m,Bachelor,67907.2705,78310.0,192.0,1,151.711475,Personal Auto,Sports Car,OREGON
,,,,,,,,,,,QZ70160,,f,College,2396.672304,26222.0,62.0,0,297.6,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,FU51754,,m,High School or Below,5568.947534,0.0,79.0,1,407.440238,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,KY48450,,f,College,7334.517166,83926.0,181.0,0,124.447153,Personal Auto,Luxury Car,OREGON
,,,,,,,,,,,ZG18090,,m,Master,7150.111338,24124.0,91.0,0,436.8,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,UI99151,,m,High School or Below,12023.75062,28879.0,106.0,0,763.2,Personal Auto,Sports Car,NEVADA
,,,,,,,,,,,VB59276,,m,Bachelor,4018.88493,0.0,112.0,0,544.250322,Corporate Auto,SUV,OREGON
,,,,,,,,,,,CJ64468,,f,College,4770.550911,12964.0,65.0,0,362.774545,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,GM61951,,f,High School or Below,29297.33082,0.0,115.0,0,1251.042795,Personal Auto,SUV,NEVADA
,,,,,,,,,,,BO15959,,f,College,27929.96441,88105.0,86.0,0,412.8,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,ZK50586,,f,College,2899.922473,66524.0,74.0,4,238.517525,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,DM22923,,m,Bachelor,2331.325089,27398.0,68.0,1,326.4,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,DQ58142,,m,High School or Below,8561.561976,37759.0,108.0,0,518.4,Corporate Auto,SUV,ARIZONA
,,,,,,,,,,,YW47108,,m,College,11280.72641,45743.0,96.0,0,673.780804,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,DS62172,,f,Bachelor,2764.024716,54183.0,70.0,0,336.0,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,VL58402,,m,College,2580.849899,46900.0,66.0,0,316.8,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,YV82597,,f,Doctor,10856.01489,59803.0,90.0,0,22.75546,Corporate Auto,Two-Door Car,NEVADA
,,,,,,,,,,,FN33339,,f,High School or Below,4150.836913,53787.0,104.0,0,666.092015,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,UZ97486,,m,Bachelor,16979.79757,35095.0,73.0,0,525.6,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,LL92275,,f,College,5028.739297,0.0,67.0,0,216.196521,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,FB95288,,m,High School or Below,64618.75715,0.0,217.0,1,1562.4,Personal Auto,Luxury Car,CALIFORNIA
,,,,,,,,,,,NB30472,,f,College,41103.24183,30845.0,116.0,1,556.8,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,RX66745,,m,Bachelor,22658.53652,23665.0,67.0,0,404.817249,Corporate Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,II97469,,m,High School or Below,7013.436657,92107.0,88.0,0,16.37296,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,VF17463,,m,College,8658.863813,62464.0,109.0,0,400.181882,Personal Auto,Sports Car,OREGON
,,,,,,,,,,,GW77328,,m,Doctor,5214.342348,69991.0,65.0,0,4.619402,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,CF44171,,f,Bachelor,4334.064096,23904.0,123.0,3,590.4,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,ZN65873,,f,High School or Below,3731.504584,0.0,96.0,0,460.8,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,EO75698,,f,Bachelor,22242.51659,83894.0,110.0,0,82.019005,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,GB94407,,m,College,12280.76661,88340.0,102.0,0,489.6,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,KM63956,,m,Master,13024.13012,0.0,125.0,0,900.0,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,LM79795,,m,High School or Below,7488.785177,39602.0,64.0,0,307.2,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,XT35473,,m,Bachelor,2300.691547,25905.0,63.0,0,302.4,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,LO90163,,f,Bachelor,30081.36783,24626.0,108.0,0,225.971279,Personal Auto,SUV,NEVADA
,,,,,,,,,,,LU65596,,f,College,3745.374656,59732.0,94.0,0,135.626867,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,SV94314,,m,Bachelor,13246.56841,36898.0,169.0,1,811.2,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,RW86245,,m,High School or Below,5008.275979,92864.0,123.0,0,96.338144,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,JG41490,,f,Bachelor,2396.219292,0.0,66.0,2,433.160284,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,FO63400,,f,College,5146.898635,93752.0,64.0,0,154.713524,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,FE84109,,m,Bachelor,6540.204626,21156.0,89.0,0,111.836561,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,KG21285,,m,College,7159.806745,67206.0,90.0,0,76.289123,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,TQ33359,,m,High School or Below,6087.302608,85654.0,76.0,0,46.20341,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,ZG59671,,m,College,9772.736775,59325.0,83.0,0,81.599332,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,AY19539,,m,College,6005.847375,13528.0,86.0,0,412.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,KU23440,,f,Master,6811.576281,0.0,63.0,1,302.4,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,IJ83011,,m,College,16350.13061,0.0,165.0,1,1452.213743,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,KE35335,,f,College,3580.261881,75333.0,90.0,1,289.236063,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,FE90301,,f,Bachelor,5821.128509,61108.0,72.0,0,23.773332,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,CK35310,,f,High School or Below,2839.56968,27083.0,73.0,1,525.6,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,XU97999,,m,High School or Below,10097.19837,68997.0,63.0,0,206.926432,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,RF73329,,f,High School or Below,2674.227315,33451.0,67.0,0,337.219884,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,WO12850,,f,Bachelor,4515.445404,21500.0,115.0,0,39.292196,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,AB26022,,m,High School or Below,7998.347343,26487.0,112.0,0,602.431489,Corporate Auto,SUV,OREGON
,,,,,,,,,,,HL91178,,m,High School or Below,2809.766683,74713.0,70.0,0,336.0,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,HS77089,,m,Bachelor,4748.794301,0.0,70.0,0,504.0,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,WK18603,,m,Doctor,5272.518472,85607.0,66.0,0,67.647131,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,XS44101,,f,Bachelor,6712.294021,44891.0,83.0,0,74.803791,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,RE93978,,m,College,8188.976576,89061.0,103.0,0,565.267705,Personal Auto,SUV,WASHINGTON
,,,,,,,,,,,WX19595,,m,High School or Below,14429.89284,0.0,198.0,0,962.159318,Personal Auto,Luxury Car,ARIZONA
,,,,,,,,,,,EA55071,,f,Bachelor,4376.363592,63774.0,111.0,0,60.036683,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,HH45183,,m,High School or Below,3713.803592,93308.0,92.0,0,441.6,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,NL75739,,m,High School or Below,7590.050089,10375.0,66.0,0,316.8,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,XE96798,,m,Master,2795.735679,85950.0,69.0,0,47.70723,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,UU12600,,f,Bachelor,8640.753192,33402.0,109.0,0,71.053011,Personal Auto,SUV,NEVADA
,,,,,,,,,,,NL39999,,m,High School or Below,2624.896858,18129.0,71.0,0,340.8,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,ZN45349,,m,College,4815.020779,0.0,66.0,0,711.8026,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,EV34073,,f,College,4460.418492,0.0,65.0,1,312.0,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,HM94328,,m,College,6047.02516,20396.0,76.0,1,364.8,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,QX64770,,f,Master,8221.870429,13376.0,108.0,0,774.714929,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,IN95983,,f,College,6798.272436,32517.0,94.0,3,451.2,Special Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,AD89594,,m,College,12817.41348,28651.0,67.0,0,302.272725,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,SQ37580,,f,Bachelor,5219.886414,64964.0,66.0,0,286.967405,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,IN64985,,f,College,6140.242989,34112.0,77.0,0,369.6,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,UL96474,,f,College,3756.63877,0.0,108.0,3,718.383,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,IG89777,,m,High School or Below,7356.559341,81145.0,92.0,0,321.060571,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,YJ14330,,f,Master,32725.2974,39894.0,134.0,0,411.077415,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,NK20941,,m,High School or Below,7057.463184,52447.0,90.0,0,61.585668,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,XQ28930,,m,College,11005.02349,0.0,69.0,2,496.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,LY73893,,m,College,5563.771927,35398.0,71.0,0,340.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,II20035,,f,High School or Below,7451.479991,26239.0,65.0,0,312.0,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,OH69760,,f,College,5181.054467,0.0,70.0,0,336.0,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,WN45973,,m,Master,12584.00638,83013.0,103.0,0,155.125923,Corporate Auto,SUV,WASHINGTON
,,,,,,,,,,,UT21323,,m,College,13057.01188,0.0,190.0,0,1833.182529,Personal Auto,Luxury SUV,CALIFORNIA
,,,,,,,,,,,GM46746,,f,High School or Below,17776.82267,86205.0,223.0,0,1070.4,Personal Auto,Luxury Car,ARIZONA
,,,,,,,,,,,GZ64473,,m,College,2757.383982,50414.0,69.0,0,331.2,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,FE93959,,m,Doctor,7535.42519,37496.0,65.0,0,312.0,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,YC33550,,f,High School or Below,2826.804029,24224.0,71.0,0,511.2,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,MT91532,,m,Bachelor,7326.544855,62338.0,92.0,0,4.216231,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,XE65072,,m,College,6633.137616,63483.0,83.0,0,85.073541,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,AT72574,,m,High School or Below,2485.886754,0.0,70.0,0,504.0,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,FP10040,,m,High School or Below,8598.185237,38113.0,73.0,0,203.640251,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,AQ51159,,f,High School or Below,8586.801328,38676.0,72.0,0,146.124719,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,HB21182,,f,Master,2417.777032,20200.0,65.0,3,312.0,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,SM17747,,m,College,2693.663643,29038.0,69.0,0,56.351667,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,YA87855,,m,Master,7179.22522,23179.0,91.0,0,436.8,Corporate Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,MR52230,,m,Doctor,10629.33736,56598.0,88.0,0,92.966783,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,FR54989,,m,College,2710.918992,0.0,76.0,0,547.2,Corporate Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,RW82766,,f,Bachelor,7724.052993,46988.0,195.0,0,294.762659,Corporate Auto,Luxury SUV,OREGON
,,,,,,,,,,,IX60941,,m,College,3508.569533,20978.0,98.0,1,1176.2788,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,GQ26671,,f,High School or Below,2241.108638,0.0,63.0,0,453.6,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,UH89141,,f,High School or Below,33279.77231,59130.0,117.0,0,436.533172,Corporate Auto,Sports Car,OREGON
,,,,,,,,,,,WO30947,,m,Bachelor,5348.30258,31572.0,70.0,3,292.434826,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,ZN86559,,f,Bachelor,5251.152281,0.0,72.0,0,345.6,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,NZ73268,,m,Bachelor,4686.807406,32646.0,119.0,0,464.99983,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,YD80815,,f,Bachelor,7148.331333,51791.0,181.0,1,422.960234,Personal Auto,Luxury Car,ARIZONA
,,,,,,,,,,,BE54454,,m,High School or Below,5028.575209,70828.0,62.0,0,297.6,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,JB76199,,f,College,2415.415525,40903.0,61.0,0,409.88696,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,PN68458,,f,High School or Below,7545.548643,0.0,106.0,1,631.108223,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,IM55696,,f,High School or Below,5264.425866,24031.0,66.0,0,316.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,UD99395,,m,High School or Below,4474.48438,84927.0,112.0,0,537.6,Personal Auto,SUV,OREGON
,,,,,,,,,,,PA90653,,f,Bachelor,21578.86035,0.0,72.0,0,510.976913,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,WE64939,,f,College,2902.622439,23893.0,73.0,0,186.292275,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,KC67652,,m,Doctor,10876.4794,71255.0,138.0,0,138.633681,Personal Auto,Sports Car,ARIZONA
,,,,,,,,,,,FQ33633,,f,College,4413.285858,37697.0,112.0,0,38.403843,Personal Auto,SUV,NEVADA
,,,,,,,,,,,QS23134,,m,College,12504.49422,33746.0,106.0,0,508.8,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,EZ70589,,f,College,7462.926263,70263.0,93.0,0,7.345946,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,KT91115,,m,Bachelor,4690.793868,43367.0,118.0,0,1026.741926,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,RS66246,,f,High School or Below,2943.045259,0.0,81.0,0,388.8,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,YX72707,,f,Doctor,5003.336664,0.0,66.0,1,445.19869,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,LJ79533,,f,High School or Below,13466.92071,11432.0,119.0,0,571.2,Special Auto,SUV,NEVADA
,,,,,,,,,,,JQ95021,,m,College,3386.186515,67249.0,86.0,0,33.894695,Special Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,ET88948,,f,Bachelor,5503.440723,76839.0,68.0,0,326.4,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,GW43195,,f,College,25807.063,71210.0,214.0,1,1027.2,Personal Auto,Luxury Car,OREGON
,,,,,,,,,,,MQ54182,,f,Bachelor,4739.34663,49447.0,119.0,2,762.007253,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,WM39308,,f,High School or Below,15777.88702,98713.0,65.0,0,289.894293,Personal Auto,Two-Door Car,NEVADA
,,,,,,,,,,,DK20428,,m,Bachelor,2619.865336,26094.0,67.0,0,2.028223,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,IZ67803,,m,Master,15445.66166,26990.0,65.0,1,297.864823,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,VW65351,,f,College,3355.528168,46644.0,84.0,0,150.688024,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,SY36127,,f,Master,2874.08847,33462.0,72.0,0,112.425578,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,LA20890,,f,Bachelor,2846.645431,66880.0,71.0,0,340.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,EP48362,,m,Bachelor,23813.52051,88680.0,66.0,0,201.762191,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,BI46495,,m,High School or Below,5313.467001,0.0,79.0,0,568.8,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,ON91363,,m,College,3730.144916,75132.0,93.0,2,446.4,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,TG95261,,f,Master,9031.214859,0.0,122.0,0,650.52179,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,EE59791,,f,High School or Below,5931.28489,56617.0,74.0,0,355.2,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,IV84135,,f,College,9429.080755,75638.0,83.0,4,108.69654,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,TE11374,,f,Bachelor,7613.049819,24982.0,109.0,4,523.2,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,GH12466,,f,High School or Below,3313.014405,40348.0,83.0,0,26.314753,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,PC43437,,f,College,7317.014254,24083.0,63.0,1,340.453606,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,PW98890,,f,Bachelor,2665.737082,81538.0,66.0,0,272.844816,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,BQ94892,,m,College,3230.576665,62873.0,81.0,0,207.75186,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,LA33814,,m,High School or Below,17367.27409,66245.0,145.0,0,181.501424,Personal Auto,SUV,OREGON
,,,,,,,,,,,WM87004,,m,Bachelor,10595.81033,0.0,102.0,0,734.4,Personal Auto,SUV,OREGON
,,,,,,,,,,,OL28902,,m,College,5999.380228,26303.0,165.0,0,956.589903,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,VW88885,,f,Bachelor,17006.00256,58620.0,71.0,0,340.8,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,OQ51004,,m,Bachelor,3954.344534,18375.0,103.0,0,535.080276,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,GJ88864,,f,College,3589.372361,30944.0,92.0,0,348.216284,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,AF69537,,m,College,7329.777554,59630.0,185.0,0,888.0,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,TX11163,,f,Bachelor,7380.570445,53957.0,184.0,0,61.554272,Corporate Auto,Luxury SUV,NEVADA
,,,,,,,,,,,FG43850,,m,High School or Below,7472.672033,44385.0,97.0,0,465.6,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,WY37677,,m,High School or Below,8500.12195,0.0,119.0,0,856.8,Personal Auto,Sports Car,OREGON
,,,,,,,,,,,WY80801,,f,High School or Below,19357.79964,25561.0,163.0,0,983.374985,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,GZ90429,,m,High School or Below,5846.114411,85956.0,145.0,0,510.381882,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,SX89429,,f,High School or Below,2231.786517,0.0,61.0,1,311.404068,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,FW35631,,m,Bachelor,4864.527356,37406.0,122.0,1,1134.960471,Corporate Auto,SUV,OREGON
,,,,,,,,,,,HM20848,,f,High School or Below,4594.292826,39053.0,114.0,0,547.2,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,FO49408,,m,High School or Below,3044.003202,24475.0,84.0,3,604.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,LL95376,,m,Bachelor,2759.978287,92296.0,69.0,0,331.2,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,UK49045,,m,High School or Below,11064.29047,29484.0,93.0,0,446.4,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,JA24437,,m,College,7555.828789,0.0,114.0,0,820.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,TU77462,,m,College,7469.557777,48088.0,94.0,0,134.828318,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,DA26490,,m,Bachelor,4920.492369,21366.0,63.0,0,302.4,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,JC37131,,m,High School or Below,12298.6863,17101.0,113.0,0,542.4,Special Auto,SUV,ARIZONA
,,,,,,,,,,,YZ77792,,f,High School or Below,4630.363287,0.0,64.0,0,460.8,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,AH53588,,m,College,4636.54647,26802.0,66.0,1,316.8,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,QV89018,,m,High School or Below,20467.71796,89025.0,64.0,0,179.251604,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,SY95534,,m,Bachelor,3792.829528,0.0,104.0,0,748.8,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,YT37186,,f,Bachelor,17526.17908,52228.0,220.0,1,1056.0,Personal Auto,Luxury SUV,CALIFORNIA
,,,,,,,,,,,DY81347,,f,High School or Below,4715.469193,0.0,126.0,0,694.357961,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,VH45074,,m,College,2288.763508,0.0,63.0,0,344.288189,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,BF45697,,m,College,5670.132321,83086.0,71.0,3,320.486645,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,RY27018,,m,High School or Below,7228.993348,53214.0,91.0,0,436.8,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,YJ16163,,f,Bachelor,11009.13049,51643.0,283.0,0,1358.4,Special Auto,Luxury Car,OREGON
,,,,,,,,,,,QM61543,,m,High School or Below,5639.941974,73168.0,70.0,0,425.800112,Corporate Auto,Four-Door Car,ARIZONA
